domain,mode,param,head,n_frames,accuracy,kappa,n_sequences,n_transitions,true_flips,pred_flips,true_flip_rate,pred_flip_rate,flip_rate_ratio,excess_flips
CR,hmm_prior_train,mix=1;strength=8;prior=0.5,task,65346,0.8488660361766597,0.6530641792235509,5,65341,25,38,0.00038260816332777274,0.0005815644082582146,1.52,13
CR,hmm_prior_train,mix=1;strength=8;prior=0.5,social,17295,0.2372940156114484,0.14627107029435113,4,17291,6,10,0.0003470013301717657,0.0005783355502862761,1.6666666666666667,4
CR,hmm_prior_train,mix=1;strength=8;prior=1,task,65346,0.8488660361766597,0.6530641792235509,5,65341,25,38,0.00038260816332777274,0.0005815644082582146,1.52,13
CR,hmm_prior_train,mix=1;strength=8;prior=1,social,17295,0.2372940156114484,0.14627107029435113,4,17291,6,10,0.0003470013301717657,0.0005783355502862761,1.6666666666666667,4
CR,hmm_prior_train,mix=1;strength=8;prior=1.5,task,65346,0.8488660361766597,0.6530641792235509,5,65341,25,38,0.00038260816332777274,0.0005815644082582146,1.52,13
CR,hmm_prior_train,mix=1;strength=8;prior=1.5,social,17295,0.2372940156114484,0.14627107029435113,4,17291,6,10,0.0003470013301717657,0.0005783355502862761,1.6666666666666667,4
CR,hmm_prior_train,mix=1;strength=8;prior=2,task,65346,0.8488660361766597,0.6530641792235509,5,65341,25,38,0.00038260816332777274,0.0005815644082582146,1.52,13
CR,hmm_prior_train,mix=1;strength=8;prior=2,social,17295,0.2372940156114484,0.14627107029435113,4,17291,6,10,0.0003470013301717657,0.0005783355502862761,1.6666666666666667,4
CR,baseline,none,mean,82641,0.5238689328927829,0.35198521500583824,9,82632,31,835,0.0003751573240391132,0.010105044050730951,26.93548387096774,804
CR,hmm_no_prior,mix=1;strength=8,mean,82641,0.543080025894054,0.399667624758951,9,82632,31,48,0.0003751573240391132,0.0005808887598024978,1.5483870967741935,17
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=0.25,mean,82641,0.5285278518359366,0.3574201871205575,9,82632,31,70,0.0003751573240391132,0.0008471294413786427,2.2580645161290325,39
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=0.5,mean,82641,0.49422151918844487,0.30249261880672834,9,82632,31,61,0.0003751573240391132,0.0007382127989156743,1.967741935483871,30
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=1,mean,82641,0.3807885247516529,0.14716771162444758,9,82632,31,81,0.0003751573240391132,0.0009802497821667152,2.6129032258064515,50
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=1.5,mean,82641,0.2887996231362369,0.09465404163852449,9,82632,31,79,0.0003751573240391132,0.000956046083841611,2.5483870967741935,48
CR,hmm_prior_sqrt_val_oracle,mix=1;strength=8;prior=2,mean,82641,0.24841464617896664,0.1223756660702804,9,82632,31,70,0.0003751573240391132,0.0008471294413786427,2.2580645161290325,39
CR,hmm_prior_train,mix=1;strength=8;prior=0.25,mean,82641,0.543080025894054,0.399667624758951,9,82632,31,48,0.0003751573240391132,0.0005808887598024978,1.5483870967741935,17
CR,hmm_prior_train,mix=1;strength=8;prior=0.5,mean,82641,0.543080025894054,0.399667624758951,9,82632,31,48,0.0003751573240391132,0.0005808887598024978,1.5483870967741935,17
CR,hmm_prior_train,mix=1;strength=8;prior=1,mean,82641,0.543080025894054,0.399667624758951,9,82632,31,48,0.0003751573240391132,0.0005808887598024978,1.5483870967741935,17
CR,hmm_prior_train,mix=1;strength=8;prior=1.5,mean,82641,0.543080025894054,0.399667624758951,9,82632,31,48,0.0003751573240391132,0.0005808887598024978,1.5483870967741935,17
