corpus,branch,source_mode,smoother,param,group,n_frames,ccc,mae,rmse,pearson,novice_n_frames,novice_ccc,novice_mae,novice_rmse,novice_pearson,expert_n_frames,expert_ccc,expert_mae,expert_rmse,expert_pearson
noxi,metadata_head,role,center_median,50,overall,577136,0.8570002735569427,0.05576668260639488,0.07179268425704619,0.8580350651632014,288568,0.6757742921642553,0.05439492296477767,0.07039552333435269,0.680461814639117,288568,0.8381020340234056,0.05713844224801209,0.0731631691505122,0.8405281050752772
noxi,metadata_head,shared,center_median,5,overall,577136,0.8568304088725656,0.05593003379034859,0.07206515844182447,0.8574900159607974,288568,0.6761732606169724,0.054957517078982304,0.0711201345034991,0.6792593853472242,288568,0.8379254469074503,0.05690255050171487,0.07299794922252767,0.8408955576715217
noxi,metadata_head,role,center_median,12,overall,577136,0.8566506388463287,0.056017508953496595,0.0722004433660107,0.8573762379643676,288568,0.6791684026495499,0.05453374067423073,0.07082966141898786,0.6822649264115921,288568,0.8382071920962176,0.05750127723276245,0.0735456804154301,0.839937896130517
noxi,metadata_head,role,center_mean,50,overall,577136,0.856351149570258,0.055816476851222006,0.07174842538785624,0.857649428445843,288568,0.6727752088209631,0.05441466320369576,0.07031850125994557,0.6782861298004637,288568,0.8373851817063251,0.05721829049874826,0.07315040308725974,0.8401570362372203
noxi,metadata_head,shared,ema,0.7,overall,577136,0.8562234226895155,0.05606312982529713,0.07223912320955538,0.856863848707488,288568,0.675145059321305,0.055074668802210555,0.07128031985068313,0.6781542660305151,288568,0.8372157096102182,0.05705159084838371,0.07318536633887238,0.8401235095186814
noxi,metadata_head,shared,identity,none,overall,577136,0.8562100832433657,0.05607503368477121,0.07225070932823131,0.8568430171568744,288568,0.6752126013716193,0.05508326262867096,0.07128973846375489,0.6781963301587555,288568,0.8371996166540273,0.05706680474087147,0.07319906547651119,0.8400868566841708
noxi,metadata_head,shared,ema,0.5,overall,577136,0.8561666918030881,0.056062911787994774,0.07224458266716247,0.8568151104032937,288568,0.6749299914736971,0.05507622618073773,0.07128519757255157,0.677967057859418,288568,0.8371427031132047,0.05704959739525181,0.0731913933228985,0.8400714545746693
noxi,metadata_head,role,center_mean,5,overall,577136,0.8561506923151926,0.056142417127410096,0.07236240884628592,0.856852947394693,288568,0.6785168056404659,0.05464421032635531,0.07099016111311213,0.6814928228720389,288568,0.837676217959973,0.05764062392846489,0.07370911377305021,0.8393416388520029
noxi,metadata_head,shared,deadband,0.005:1,overall,577136,0.8561503983217379,0.056088309029076605,0.07226446079196147,0.8567844836952719,288568,0.6750691498347268,0.05509839151507436,0.07130222202757125,0.6780571453610479,288568,0.8371295054820559,0.05707822654307884,0.0732140541223938,0.8400178029282169
noxi,metadata_head,shared,deadband,0.005:0.5,overall,577136,0.8561142797115084,0.05606470821198919,0.07225034225173035,0.8567690901537952,288568,0.6748608631037359,0.05507173968027293,0.07128102190283454,0.6779066651666457,288568,0.8370467423692182,0.057057676743705446,0.0732068291040663,0.8399866917983441
