corpus,branch,source_mode,smoother,param,dataset,session_id,n_frames,ccc,mae,rmse,pearson
noxi,metadata_head,single_visual_videomae,ema,0.7,noxi,062,67788,0.5630551410282382,0.06678760828988894,0.08539914927333601,0.6088369862629051
noxi,metadata_head,single_visual_videomae,ema,0.7,noxi,063,31992,0.7737577994387196,0.08022546792365069,0.10955009476877955,0.7847963643393423
noxi,metadata_head,single_visual_videomae,ema,0.7,noxi,074,47716,0.7990416209090818,0.06067062522012676,0.0764894913799793,0.8272977883348756
noxi,metadata_head,single_visual_videomae,ema,0.7,noxi,075,49752,0.3055679267753509,0.1301157007116061,0.15647873228338333,0.44752677606399655
noxi,metadata_head,single_visual_videomae,ema,0.7,noxi,076,25068,0.6603468233214522,0.05836387070494213,0.07442385481617235,0.6789548380172346
noxi,metadata_head,single_visual_videomae,causal_mean,5,noxi,007,108642,0.88614831345944,0.06227532485048456,0.07842950436337946,0.9225756823148563
noxi,metadata_head,single_visual_videomae,causal_mean,5,noxi,009,45214,0.32337653943431155,0.08169711271935512,0.09844614880569805,0.4288813666277881
noxi,metadata_head,single_visual_videomae,causal_mean,5,noxi,011,72010,0.8338632808497247,0.07235142281262606,0.09294523403160415,0.847335916501498
noxi,metadata_head,single_visual_videomae,causal_mean,5,noxi,014,53448,0.5275746177292296,0.08169370303161644,0.1005399769405766,0.6537934545572124
noxi,metadata_head,single_visual_videomae,causal_mean,5,noxi,058,75506,0.6507993066840377,0.07463997465792564,0.09077938166424429,0.6874985637515844
noxi,metadata_head,single_visual_videomae,causal_mean,5,noxi,062,67788,0.5631776640563518,0.06673168859952516,0.0853453665582659,0.6089264953070013
noxi,metadata_head,single_visual_videomae,causal_mean,5,noxi,063,31992,0.7742361414236825,0.08011880094249967,0.10938819102288455,0.7854169796971237
